,CO(Monóxido de Carbono) - ppm,MP10(Partículas Inaláveis) - µg/m3,MP2.5(Partículas Inaláveis Finas) - µg/m3,NO(Monóxido de Nitrogênio) - µg/m3,NO2(Dióxido de Nitrogênio) - µg/m3,NOx(Óxidos de Nitrogênio) - ppb,O3(Ozônio) - µg/m3,SO2(Dióxido de Enxofre) - µg/m3,Data,Casos Diários,Temperatura (°C),Temperatura Ponto Orvalho (°C),Umidade Relativa (%),Sensação Térmica (°C),Velocidade do Vento (Nós)
2710,0.5,10.0,6.0,51.5,54.5,71.0,33.0,2.0,2018-06-03,93,16.6,13.97,84.94,16.6,8.06
2711,0.8,20.5,9.0,57.0,61.5,79.0,24.25,2.0,2018-06-04,530,14.1,11.61,85.18,14.1,7.87
2712,0.65,32.5,14.5,30.5,46.0,48.5,1.5,2.0,2018-06-05,340,15.25,12.66,84.64,15.25,4.16
2713,1.1,34.0,23.0,100.5,60.0,118.5,0.5,4.0,2018-06-06,1,17.0,13.76,81.45,17.0,5.64
2714,1.0,36.0,22.5,51.5,62.0,76.5,2.75,2.5,2018-06-07,1,16.92,14.41,85.78,16.92,4.35
2715,0.9,24.0,15.0,81.0,61.5,99.5,6.25,3.0,2018-06-08,265,16.79,13.24,80.04,16.79,6.52
2716,0.6,29.5,18.5,18.0,44.0,39.0,9.75,2.0,2018-06-09,103,14.74,11.69,82.35,14.74,4.77
2717,0.65,30.0,20.0,14.0,47.5,34.5,3.25,1.0,2018-06-10,109,17.36,14.72,85.23,17.36,5.18
2718,0.85,35.5,21.5,48.5,61.5,68.5,1.0,2.0,2018-06-11,454,21.64,15.76,70.91,21.69,5.56
2719,0.85,35.0,19.5,31.5,65.5,63.0,4.0,2.0,2018-06-12,1,23.44,15.12,60.47,23.45,6.0
2720,0.8,17.5,12.0,54.5,57.5,76.0,6.5,1.5,2018-06-13,1,20.91,17.09,79.38,20.91,5.71
2721,0.9,3.5,6.0,85.5,67.0,103.0,23.25,2.0,2018-06-14,330,15.32,13.6,89.5,15.32,9.35
2722,0.9,7.0,6.0,92.5,67.0,112.0,15.5,3.0,2018-06-15,1,13.49,11.49,87.73,13.49,7.4
2723,0.7,5.0,3.0,60.0,56.0,78.5,27.75,2.0,2018-06-16,109,13.43,11.91,90.67,13.43,7.21
2724,0.5,5.5,5.5,35.0,45.5,53.5,27.25,2.0,2018-06-17,78,13.81,12.21,90.23,13.81,5.53
2725,0.6,11.5,7.5,48.0,50.5,64.5,19.5,2.0,2018-06-18,424,15.19,12.92,86.7,15.19,5.76
2726,0.5,22.0,14.0,30.5,50.0,51.5,18.5,2.0,2018-06-19,314,16.63,13.32,81.45,16.63,5.95
2727,0.9,31.0,21.5,50.5,75.5,82.5,8.75,3.0,2018-06-20,325,18.39,13.1,73.47,18.39,4.48
2728,1.35,44.5,25.5,75.0,84.0,104.5,1.0,3.0,2018-06-21,310,19.4,12.4,67.34,19.4,4.8
2729,1.55,54.0,26.0,103.0,95.0,137.0,1.0,4.0,2018-06-22,264,19.59,11.34,60.52,19.53,3.9
2730,1.1,48.0,25.5,35.0,78.5,76.5,1.25,4.0,2018-06-23,1,19.68,11.16,60.16,19.68,3.64
2731,0.9,51.5,32.5,44.0,73.0,76.0,26.0,4.0,2018-06-24,133,21.73,12.62,58.09,21.73,5.04
2732,1.0,50.0,30.0,65.0,73.5,93.0,1.0,3.0,2018-06-25,1,19.45,12.3,69.2,19.29,4.39
2733,1.3,58.0,38.5,262.5,105.5,265.0,1.5,6.5,2018-06-26,1,21.21,8.04,43.96,20.97,4.96
2734,1.0,47.0,30.5,58.5,71.5,90.0,5.75,4.5,2018-06-27,292,17.93,12.93,73.5,17.93,4.67
2735,0.75,51.5,29.5,18.0,76.5,53.0,8.5,3.0,2018-06-28,335,19.37,12.74,68.24,19.35,4.15
2736,0.9,40.5,24.0,38.0,80.0,72.5,5.25,3.0,2018-06-29,1,20.58,11.08,56.43,20.54,4.62
2737,1.35,50.5,33.0,65.5,89.0,105.5,13.25,5.0,2018-06-30,95,20.36,10.92,56.36,20.34,4.2
2738,0.85,54.5,42.0,21.0,75.5,56.0,22.25,3.5,2018-07-01,129,17.82,13.03,76.88,17.8,3.79
2739,1.1,59.0,36.0,49.0,91.5,82.0,1.0,5.5,2018-07-02,361,21.42,10.5,52.53,21.24,4.33
2740,1.15,49.0,21.5,81.0,80.0,105.5,17.5,3.0,2018-07-03,339,18.92,11.96,65.16,18.89,6.17
2741,0.9,37.5,18.0,65.0,66.0,86.0,21.0,5.0,2018-07-04,2,15.98,13.35,84.74,15.98,6.3
2742,1.35,59.0,36.5,59.5,107.5,108.0,1.25,3.5,2018-07-05,2,17.48,13.4,80.62,17.48,2.69
2743,1.5,83.0,53.5,92.0,106.5,136.5,6.25,5.0,2018-07-06,1,20.65,11.31,57.49,20.61,3.12
2744,0.7,51.0,38.5,29.0,68.5,56.0,17.25,3.0,2018-07-07,103,18.5,12.21,70.93,18.44,4.93
2745,1.7,73.0,44.0,94.5,81.5,114.5,5.75,3.5,2018-07-08,99,20.2,9.16,51.24,20.06,4.8
2746,0.65,27.0,17.0,39.5,52.0,61.5,30.75,2.0,2018-07-09,275,17.64,12.33,72.69,17.64,6.12
2747,0.75,13.5,9.0,63.5,54.5,79.0,26.0,2.0,2018-07-10,2,12.05,9.08,82.26,12.05,7.65
2748,0.8,19.5,9.0,66.5,70.0,93.5,30.75,2.0,2018-07-11,278,10.96,7.52,79.5,10.12,7.32
2749,0.65,30.0,14.5,47.5,64.0,75.0,28.25,3.0,2018-07-12,305,11.27,7.0,76.7,10.41,5.63
2750,1.0,42.0,27.5,43.5,104.5,88.0,6.5,4.5,2018-07-13,251,13.9,6.83,68.53,13.6,3.7
2751,1.75,73.5,53.0,107.5,120.0,153.0,2.75,7.0,2018-07-14,1,18.56,7.56,50.99,18.34,2.6
2752,2.9,77.0,54.5,199.0,101.0,217.0,2.0,6.0,2018-07-15,88,19.56,8.32,51.8,19.39,3.28
2753,1.7,70.0,38.0,123.0,115.5,178.0,2.25,6.0,2018-07-16,345,20.62,8.0,47.78,20.33,3.21
2754,1.05,53.0,35.0,100.0,104.0,135.5,20.25,10.99,2018-07-17,322,19.44,9.24,55.89,19.25,4.16
2755,1.05,60.0,35.0,58.0,85.5,106.5,1.75,10.89,2018-07-18,255,19.33,10.78,61.59,19.29,3.93
2756,0.9,50.0,27.0,33.5,79.5,79.5,14.25,10.71,2018-07-19,289,21.28,10.12,50.26,21.26,4.4
2757,0.95,55.0,32.0,33.5,87.5,69.5,2.0,10.45,2018-07-20,232,23.33,10.67,46.62,23.2,7.5
2758,0.8,50.0,24.0,59.5,81.0,90.0,31.5,10.12,2018-07-21,74,19.69,11.69,62.14,19.69,7.15
2759,0.4,15.0,10.0,22.5,39.5,39.0,31.25,9.73,2018-07-22,72,15.5,13.23,86.93,15.5,7.77
2760,0.68,53.0,26.5,17.0,77.0,55.0,19.5,9.28,2018-07-23,1,18.92,12.64,69.94,18.92,4.76
2761,0.43,31.0,18.0,79.0,85.0,111.5,34.5,8.78,2018-07-24,2,15.8,12.69,82.16,15.8,6.31
2762,0.5,31.0,17.0,46.5,60.5,71.0,26.5,8.24,2018-07-25,1,16.22,13.09,82.28,16.22,6.84
2763,0.75,42.0,21.5,30.5,78.0,68.0,20.0,7.66,2018-07-26,1,17.81,12.65,74.26,17.79,5.13
2764,0.85,46.5,23.5,33.0,80.0,74.0,10.25,7.06,2018-07-27,1,19.28,11.12,63.45,19.18,3.2
2765,0.75,45.0,28.5,19.5,74.0,53.0,7.75,6.45,2018-07-28,1,21.25,9.92,50.91,21.07,3.83
2766,0.7,61.0,33.0,11.0,62.5,44.0,3.75,5.82,2018-07-29,62,21.96,9.41,46.63,21.81,5.7
2767,1.0,47.5,26.0,66.5,71.5,98.5,11.75,5.18,2018-07-30,232,18.75,11.42,64.56,18.67,5.71
2768,0.7,14.5,9.5,60.0,56.0,79.0,20.75,4.55,2018-07-31,183,15.74,12.98,83.88,15.74,7.3
2769,1.0,20.0,12.0,84.0,70.0,108.5,26.0,3.94,2018-08-01,168,12.4,10.48,88.09,12.4,8.45
2770,0.75,21.0,13.5,84.5,61.0,98.5,15.25,3.34,2018-08-02,184,13.79,11.82,87.99,13.79,6.18
2771,0.9,20.5,13.0,56.0,54.67,74.5,0.5,2.76,2018-08-03,177,15.34,13.16,86.87,15.34,4.64
2772,1.0,20.5,13.0,46.5,63.5,70.0,7.25,2.22,2018-08-04,53,16.19,12.92,81.72,16.19,4.84
2773,0.8,17.5,12.5,35.0,46.0,56.5,9.0,1.72,2018-08-05,54,16.16,12.76,80.54,16.16,5.4
2774,0.85,24.0,16.0,73.0,67.5,96.0,5.75,1.27,2018-08-06,221,13.51,11.11,85.96,13.51,4.67
2775,0.6,18.5,12.0,36.0,52.5,57.0,23.75,0.88,2018-08-07,209,13.13,11.34,89.07,13.13,7.25
2776,0.8,28.5,14.0,28.43,76.0,62.5,13.0,0.55,2018-08-08,151,17.72,12.96,75.65,17.72,4.92
2777,0.7,19.0,9.0,27.5,53.5,52.0,31.5,0.29,2018-08-09,142,20.0,13.88,68.7,20.0,9.85
2778,0.7,23.0,10.0,32.0,56.0,59.0,27.5,0.11,2018-08-10,148,15.83,6.31,55.47,15.73,13.31
2779,0.8,22.0,12.0,52.0,66.5,78.0,28.0,0.01,2018-08-11,41,14.68,6.2,58.54,14.64,7.48
2780,0.5,14.0,6.5,28.5,51.0,51.0,40.25,1.0,2018-08-12,43,12.88,8.23,74.33,12.75,6.54
2781,0.65,25.5,11.5,49.5,64.0,73.0,33.5,2.0,2018-08-13,201,13.43,9.27,76.47,13.23,7.07
2782,0.85,36.0,15.5,25.5,83.5,72.5,34.25,2.0,2018-08-14,167,16.19,10.44,71.87,16.16,6.22
2783,1.0,28.5,16.0,83.0,82.5,115.0,32.0,2.0,2018-08-15,135,13.62,11.58,87.65,13.62,5.7
2784,1.0,23.0,13.0,91.0,86.0,117.5,35.75,2.5,2018-08-16,157,14.85,12.19,84.38,14.85,8.54
2785,1.0,20.5,10.0,83.0,76.0,109.5,33.0,2.0,2018-08-17,152,13.91,12.11,89.0,13.91,9.31
2786,0.65,22.0,13.0,49.0,54.5,69.0,24.0,2.5,2018-08-18,44,14.97,12.64,86.61,14.97,5.39
2787,0.55,26.5,18.0,15.0,45.0,38.5,30.75,2.5,2018-08-19,44,17.27,11.83,73.28,17.21,4.9
2788,0.75,35.5,20.0,21.5,74.0,58.0,17.5,3.0,2018-08-20,1,20.52,10.32,54.97,20.35,5.24
2789,0.8,36.0,18.5,53.0,74.0,83.5,37.5,3.0,2018-08-21,175,18.68,11.52,65.94,18.66,6.24
2790,0.95,46.0,26.0,48.5,91.0,94.0,28.75,3.0,2018-08-22,141,17.61,12.21,73.06,17.61,5.14
2791,1.2,68.5,43.5,50.0,115.5,112.5,15.25,3.5,2018-08-23,1,21.2,12.6,60.12,21.17,4.68
2792,0.95,53.5,26.5,26.5,79.0,66.0,12.5,2.5,2018-08-24,136,22.8,12.4,53.35,22.7,6.0
2793,0.7,17.5,9.5,22.5,49.0,45.5,31.75,1.0,2018-08-25,1,18.04,13.98,78.51,18.04,7.17
2794,0.5,9.5,5.0,43.0,59.0,67.0,38.0,1.0,2018-08-26,35,12.8,10.51,86.11,12.8,8.35
2795,0.8,15.5,10.5,65.5,55.5,83.5,28.75,2.0,2018-08-27,198,12.13,9.67,85.05,12.13,9.67
2796,0.55,26.5,14.5,51.5,56.0,74.0,24.75,2.0,2018-08-28,164,15.33,11.83,80.55,15.33,6.86
2797,0.65,31.5,16.0,19.0,60.5,50.5,14.25,2.0,2018-08-29,122,17.08,12.5,77.67,17.05,4.56
2798,0.75,31.0,33.88,30.0,69.0,61.5,9.0,2.0,2018-08-30,133,21.32,10.88,55.1,21.18,5.24
2799,1.0,45.0,23.5,51.0,85.0,82.5,2.5,3.0,2018-08-31,132,23.04,9.56,44.93,22.71,4.32
2800,0.9,47.5,28.0,36.0,76.0,72.0,45.0,2.5,2018-09-01,56,22.32,11.28,53.63,21.97,5.4
2801,0.7,40.0,24.0,10.5,53.0,35.5,37.25,2.0,2018-09-02,48,20.34,13.14,67.71,20.13,5.79
2802,0.85,27.5,15.5,24.5,59.0,53.0,29.75,1.0,2018-09-03,1,18.82,14.43,76.45,18.82,7.79
2803,0.75,13.5,7.5,42.0,50.0,63.5,24.75,1.0,2018-09-04,123,13.54,9.07,74.56,13.54,11.14
2804,0.9,26.5,12.0,77.0,70.0,103.5,33.75,2.0,2018-09-05,121,12.14,9.02,81.31,12.14,8.75
2805,0.6,27.0,15.0,55.0,61.0,83.0,23.75,2.5,2018-09-06,102,13.24,9.12,77.47,13.01,7.4
2806,0.5,29.0,16.5,13.0,49.0,42.5,32.0,3.0,2018-09-07,31,15.69,10.6,74.07,15.69,6.94
2807,0.7,39.0,26.5,30.5,69.0,64.5,45.75,3.0,2018-09-08,29,15.17,11.77,81.63,15.17,5.57
2808,0.5,37.0,27.0,11.0,58.0,41.5,59.75,4.0,2018-09-09,36,16.0,11.82,77.05,16.0,6.46
2809,0.65,34.0,21.0,42.0,71.0,79.0,46.75,4.5,2018-09-10,176,17.47,11.79,70.46,17.47,8.84
2810,0.8,31.0,18.0,49.0,71.5,76.5,40.0,4.5,2018-09-11,122,16.09,11.81,76.48,16.09,8.88
2811,0.6,24.0,14.5,37.0,57.0,58.5,40.75,2.0,2018-09-12,126,16.09,12.28,78.54,16.09,9.12
2812,0.65,31.5,19.0,18.0,55.5,41.5,38.5,2.0,2018-09-13,116,17.55,12.86,74.76,17.55,8.07
2813,1.0,27.5,20.5,51.0,70.5,79.0,2.5,1.5,2018-09-14,131,16.83,14.5,86.25,16.83,6.28
2814,0.8,30.5,21.0,40.5,58.5,62.5,33.0,1.0,2018-09-15,30,17.59,14.85,84.52,17.59,5.34
2815,0.5,11.5,5.5,32.5,48.5,52.5,42.25,1.0,2018-09-16,34,15.91,12.29,79.91,15.91,6.09
2816,0.8,19.5,13.0,33.0,62.5,62.5,21.75,1.0,2018-09-17,166,16.15,13.04,81.96,16.15,6.52
2817,0.8,20.5,11.5,18.0,52.0,42.5,26.75,1.0,2018-09-18,133,20.56,15.96,75.55,20.56,9.0
2818,0.8,22.5,14.0,22.5,64.0,52.0,49.5,1.0,2018-09-19,112,22.71,16.0,68.36,22.74,7.08
2819,0.85,24.0,12.5,41.0,76.5,68.0,24.5,2.0,2018-09-20,88,19.48,14.36,72.99,19.48,9.79
2820,1.0,27.0,18.0,51.0,76.0,80.0,26.0,1.0,2018-09-21,105,18.92,16.04,84.39,18.92,4.1
2821,0.7,31.0,20.5,19.5,67.5,50.5,34.0,3.0,2018-09-22,36,20.19,14.62,72.9,20.21,4.69
2822,0.6,24.0,15.5,12.0,60.0,40.5,54.0,2.0,2018-09-23,28,21.21,13.07,65.3,20.97,5.9
2823,0.95,48.5,33.5,39.5,106.0,93.0,60.5,4.0,2018-09-24,125,21.76,12.76,60.09,21.57,5.32
2824,0.7,39.5,28.5,38.5,82.5,76.0,60.75,3.0,2018-09-25,124,18.86,15.03,78.72,18.86,8.14
2825,0.85,43.0,23.0,23.0,74.0,59.0,40.5,1.5,2018-09-26,111,21.84,15.88,71.88,21.78,6.33
2826,0.95,37.0,25.5,31.5,73.5,59.5,13.0,1.0,2018-09-27,87,21.66,17.55,78.07,21.75,5.83
2827,1.0,26.5,19.0,62.5,80.0,90.5,38.25,2.0,2018-09-28,89,19.44,16.78,84.69,19.44,6.69
2828,0.5,19.0,14.5,14.85,43.5,35.5,37.75,1.0,2018-09-29,34,20.03,16.87,82.71,20.03,7.82
2829,0.5,22.0,17.0,3.5,34.5,20.5,30.5,1.0,2018-09-30,26,21.52,17.86,80.57,21.59,5.77
2830,0.95,30.5,18.0,35.36,71.0,65.5,4.5,1.0,2018-10-01,124,21.25,17.25,78.46,21.25,6.25
2831,0.85,41.0,26.0,24.5,75.0,68.0,46.25,1.0,2018-10-02,85,22.7,17.11,72.75,22.76,5.63
2832,0.7,34.5,21.0,9.0,64.5,44.0,28.25,1.0,2018-10-03,100,23.57,17.54,71.47,23.61,7.64
2833,0.7,14.5,8.5,51.0,62.5,75.0,31.5,1.5,2018-10-04,73,20.25,17.33,83.6,20.25,7.25
2834,0.85,15.5,11.5,68.0,67.0,91.5,35.75,2.0,2018-10-05,101,15.88,14.19,89.75,15.88,9.52
2835,0.35,14.5,9.5,14.75,35.88,32.0,33.0,1.0,2018-10-06,17,15.4,12.08,80.7,15.4,7.72
2836,0.6,15.5,11.0,10.5,37.5,31.0,21.75,1.0,2018-10-07,22,16.91,14.09,83.49,16.91,6.21
2837,0.7,19.5,12.5,28.5,46.5,49.0,3.75,1.0,2018-10-08,122,19.0,17.0,88.34,19.0,3.7
2838,0.85,19.5,13.0,23.58,68.0,55.0,12.25,1.0,2018-10-09,87,20.88,17.88,84.34,21.02,6.49
2839,1.0,19.0,9.5,54.0,78.0,83.5,34.25,1.0,2018-10-10,98,22.31,18.15,78.29,22.38,6.73
2840,1.0,17.5,11.0,87.0,80.0,115.5,27.5,2.0,2018-10-11,90,19.02,17.41,90.42,19.02,8.41
2841,0.6,15.0,13.0,23.5,47.0,45.92,31.25,1.0,2018-10-12,23,19.7,16.7,83.45,19.73,8.15
2842,0.85,31.5,20.5,31.5,49.5,58.0,24.75,1.0,2018-10-13,24,22.65,17.06,74.23,22.78,6.68
2843,0.45,7.5,5.0,26.5,38.5,41.5,31.75,1.0,2018-10-14,29,18.22,16.29,88.55,18.22,7.18
2844,0.75,19.0,12.5,50.0,51.5,67.0,15.75,1.5,2018-10-15,144,17.49,15.27,86.95,17.49,4.76
2845,0.7,28.0,17.5,58.2,52.5,77.05,16.75,2.0,2018-10-16,116,18.02,16.0,88.23,18.02,5.0
2846,0.75,22.5,14.0,22.0,58.5,45.5,19.5,1.0,2018-10-17,91,22.29,18.18,78.46,22.59,6.97
2847,0.85,20.0,10.0,34.5,79.0,72.5,37.5,1.0,2018-10-18,1,23.03,18.23,76.11,23.26,6.48
2848,0.85,18.5,6.0,52.0,65.5,77.5,34.0,1.0,2018-10-19,79,19.54,16.69,83.76,19.54,8.38
2849,0.6,25.0,7.0,41.0,58.5,63.0,50.0,2.5,2018-10-20,19,15.81,12.32,80.71,15.81,14.0
2850,0.4,16.5,6.5,21.0,38.5,38.0,38.25,1.0,2018-10-21,22,15.73,10.88,73.47,15.73,8.81
2851,0.65,29.0,14.0,20.0,58.0,45.5,44.25,2.0,2018-10-22,165,17.15,12.82,76.66,17.15,7.26
2852,0.75,35.0,20.5,28.5,72.0,64.5,41.0,2.0,2018-10-23,1,19.85,15.04,75.58,19.91,6.62
2853,0.75,18.5,13.0,34.0,63.0,61.5,29.75,1.0,2018-10-24,95,17.24,15.82,91.36,17.24,8.88
2854,0.75,21.0,12.5,24.0,60.5,50.0,17.25,1.0,2018-10-25,1,18.04,16.13,88.72,18.04,5.15
2855,0.85,39.0,25.5,53.0,59.5,82.5,8.75,2.0,2018-10-26,68,19.85,17.27,85.42,19.85,4.07
2856,0.7,16.5,5.5,23.5,42.0,41.5,38.0,0.0,2018-10-27,20,21.11,18.54,85.7,21.14,8.43
2857,0.5,13.5,4.5,29.5,47.0,50.0,44.0,1.0,2018-10-28,20,15.98,13.49,85.33,15.98,9.33
2858,0.7,20.0,6.0,50.0,56.0,69.5,32.75,2.0,2018-10-29,148,14.98,11.95,82.3,14.98,7.78
2859,0.65,31.0,22.0,21.5,57.5,55.0,29.5,1.5,2018-10-30,108,18.03,13.87,77.46,18.03,5.9
2860,0.7,27.5,15.5,21.0,61.0,47.0,30.75,1.0,2018-10-31,81,20.39,15.82,77.65,20.46,7.79
2861,0.9,27.5,13.5,50.0,73.0,80.0,11.75,2.0,2018-11-01,86,21.64,15.64,69.92,21.66,5.84
2862,0.5,28.0,20.5,19.0,46.5,40.5,44.25,2.0,2018-11-02,31,19.78,16.16,80.13,19.78,8.15
2863,0.5,19.0,13.0,8.0,33.5,25.0,41.75,1.0,2018-11-03,22,22.88,16.97,72.14,23.06,10.39
2864,0.5,13.0,7.0,27.5,44.0,46.0,36.5,1.0,2018-11-04,33,18.5,14.85,79.5,18.5,8.62
2865,0.8,21.5,12.5,45.5,53.5,65.0,32.75,2.0,2018-11-05,126,16.68,13.29,80.56,16.68,10.53
2866,0.5,28.5,19.0,43.5,49.0,62.0,24.75,2.0,2018-11-06,96,17.15,14.54,84.96,17.15,7.29
2867,0.8,19.0,12.5,69.5,65.5,91.0,24.5,4.0,2018-11-07,92,18.7,16.15,85.41,18.7,9.15
2868,0.7,13.5,7.5,56.0,55.0,74.0,28.5,2.0,2018-11-08,82,16.93,14.69,86.73,16.93,11.93
2869,0.4,12.5,8.0,25.0,42.5,46.5,28.75,1.0,2018-11-09,86,18.04,15.11,83.44,18.04,7.67
2870,0.5,15.5,7.5,14.5,34.0,28.5,24.5,1.0,2018-11-10,23,19.73,16.03,79.98,19.73,6.18
2871,0.7,26.5,21.0,29.5,49.0,56.0,31.25,1.0,2018-11-11,24,20.31,17.5,84.63,20.38,4.14
2872,0.85,31.0,24.0,34.5,61.0,65.5,17.25,2.0,2018-11-12,121,20.79,17.29,81.33,20.91,5.93
2873,0.7,22.5,14.0,19.0,63.5,49.5,27.0,1.0,2018-11-13,87,24.64,17.32,67.17,24.85,6.32
2874,0.7,26.0,15.0,17.0,59.0,45.0,32.5,1.0,2018-11-14,79,27.05,17.57,57.72,27.29,8.0
2875,0.6,20.5,12.0,24.0,51.5,45.0,38.0,1.0,2018-11-15,26,23.63,18.74,74.61,23.85,6.74
2876,0.6,23.0,13.5,32.5,53.5,56.0,38.25,2.0,2018-11-16,1,19.82,16.18,80.0,19.82,9.73
2877,0.6,28.0,17.5,21.5,48.0,47.5,34.75,2.0,2018-11-17,25,19.71,14.88,74.47,19.73,7.83
2878,0.4,22.0,13.0,6.0,24.5,17.0,27.0,1.0,2018-11-18,25,24.0,17.68,69.62,24.35,9.73
2879,0.6,3.0,7.5,55.0,61.0,79.5,18.5,2.0,2018-11-19,2,17.58,15.45,87.82,17.58,7.18
2880,0.4,14.5,11.5,24.0,40.0,40.0,29.0,1.0,2018-11-20,82,15.45,12.97,85.23,15.45,9.41
2881,0.7,17.0,15.5,58.0,50.5,73.0,21.0,2.0,2018-11-21,95,16.59,13.89,84.2,16.59,7.96
2882,0.7,24.5,13.5,24.5,53.0,49.5,13.5,1.0,2018-11-22,85,20.92,16.81,78.79,20.98,5.38
2883,0.65,20.5,15.0,23.0,57.5,50.5,7.5,1.0,2018-11-23,72,21.64,17.11,76.97,21.6,5.5
2884,0.45,10.0,7.0,8.5,29.5,23.5,27.0,0.5,2018-11-24,28,21.21,17.19,78.43,21.22,11.58
2885,0.6,9.5,8.0,28.0,40.5,45.0,25.0,1.0,2018-11-25,11,20.09,17.11,83.33,20.09,7.46
2886,0.6,20.5,11.5,44.5,61.5,68.0,31.5,3.0,2018-11-26,123,18.34,14.09,77.74,18.32,10.22
2887,0.6,27.0,15.0,47.5,51.5,69.0,27.75,3.0,2018-11-27,76,18.29,13.25,73.24,18.29,9.29
2888,0.5,22.0,12.0,16.5,44.0,42.0,27.75,3.0,2018-11-28,78,19.64,15.67,78.51,19.67,7.52
2889,0.6,18.5,12.0,14.5,62.0,46.0,17.25,1.0,2018-11-29,1,22.37,16.71,72.34,22.45,6.42
2890,0.8,27.0,19.0,29.0,71.0,62.5,0.01,1.0,2018-11-30,77,23.5,16.6,67.58,23.5,4.75
2891,0.82,7.5,8.0,28.0,50.5,50.5,0.18,0.0,2018-12-01,19,22.38,18.29,78.73,22.52,7.81
2892,0.6,6.0,7.5,40.5,50.0,59.0,0.56,1.0,2018-12-02,17,21.0,17.45,80.74,21.0,7.12
2893,0.7,9.0,10.5,39.5,46.0,58.5,7.0,1.71,2018-12-03,99,18.09,15.61,85.73,18.09,9.73
2894,0.7,21.0,12.0,17.5,61.5,46.5,15.0,1.0,2018-12-04,93,21.0,14.86,71.51,21.0,6.5
2895,0.9,28.0,13.5,41.5,83.79,78.0,10.0,2.0,2018-12-05,62,24.04,14.88,58.21,24.01,6.46
2896,0.75,33.0,20.0,34.5,65.5,63.5,23.5,3.5,2018-12-06,1,20.64,13.72,65.99,20.68,8.24
2897,0.75,21.5,12.0,49.5,57.5,76.0,28.25,2.0,2018-12-07,70,18.53,15.06,80.59,18.53,8.08
2898,0.5,16.0,7.5,37.0,41.0,52.5,27.0,1.0,2018-12-08,18,15.33,13.05,86.58,15.33,11.77
2899,0.4,18.5,8.5,10.5,30.5,23.0,25.75,2.0,2018-12-09,12,17.46,11.29,68.55,17.46,8.14
2900,0.6,23.5,12.0,13.0,56.5,41.5,33.5,2.0,2018-12-10,113,21.68,13.24,61.36,21.57,6.2
2901,0.65,26.0,16.5,17.0,66.0,51.5,40.19,3.0,2018-12-11,93,24.8,13.88,51.58,24.78,5.76
2902,0.55,25.5,15.0,14.0,57.5,43.0,51.0,3.0,2018-12-12,65,26.44,13.96,47.61,26.17,6.56
2903,0.75,32.5,20.0,11.5,70.0,49.5,17.0,2.0,2018-12-13,82,24.85,15.46,57.32,24.79,6.73
2904,0.9,39.5,27.0,19.0,86.0,69.5,27.5,2.0,2018-12-14,2,25.84,15.6,55.99,25.79,5.44
2905,0.7,28.5,18.0,10.5,62.5,43.0,69.93,3.0,2018-12-15,21,27.04,16.32,53.16,27.33,6.32
2906,0.6,42.5,29.0,5.5,51.0,31.5,62.54,1.0,2018-12-16,19,24.21,19.15,74.61,24.52,6.33
2907,0.7,36.5,24.5,11.5,62.5,45.5,48.5,2.0,2018-12-17,1,25.79,19.09,69.35,26.23,5.41
2908,0.7,22.5,13.5,13.5,72.0,50.0,47.5,1.0,2018-12-18,84,25.48,18.03,65.67,25.77,7.77
2909,0.65,25.0,18.5,8.5,60.5,43.0,24.97,1.0,2018-12-19,65,23.43,19.45,79.3,23.91,7.95
2910,0.7,26.0,17.0,7.0,62.5,41.5,8.58,2.5,2018-12-20,81,26.8,18.68,63.81,27.22,4.76
2911,0.8,25.5,14.0,10.5,72.0,47.0,24.67,1.0,2018-12-21,48,26.17,18.47,64.16,26.76,7.9
2912,0.7,22.0,13.0,16.5,66.0,45.5,30.0,1.0,2018-12-22,17,25.41,16.26,58.9,25.53,6.33
2913,0.65,16.5,-55.2,12.0,43.0,31.5,42.0,0.5,2018-12-23,12,22.85,18.91,79.03,23.08,6.97
2914,0.5,16.0,-107.94,11.5,42.0,30.0,35.68,0.0,2018-12-24,42,21.56,18.94,85.23,21.69,5.74
2915,0.4,15.0,-84.09,11.5,29.0,24.5,26.31,1.0,2018-12-25,13,20.53,17.21,81.44,20.53,7.82
2916,0.6,20.0,4.61,36.0,50.0,57.5,19.5,4.0,2018-12-26,113,20.42,16.55,79.39,20.42,6.67
2917,0.5,19.0,12.5,16.5,40.0,36.5,18.5,3.5,2018-12-27,68,20.96,16.52,76.25,21.04,6.85
2918,0.6,17.5,9.0,14.0,50.5,41.0,34.5,1.5,2018-12-28,40,22.57,16.39,69.79,22.68,5.46
2919,0.55,24.0,18.5,13.0,61.0,45.0,33.0,2.0,2018-12-29,10,23.0,17.5,72.74,23.13,5.5
2920,0.45,22.5,16.5,8.0,37.5,27.0,39.5,1.0,2018-12-30,11,23.0,17.59,73.16,23.22,5.28
2921,0.4,25.0,17.0,4.5,39.0,24.5,51.5,2.0,2018-12-31,22,23.26,17.44,71.07,23.46,5.85
2922,0.4,22.5,20.0,4.5,28.5,18.0,41.5,1.0,2019-01-01,6,23.12,18.53,76.38,23.32,6.44
2923,0.5,16.5,12.5,9.0,42.0,28.5,30.5,1.0,2019-01-02,66,25.79,19.62,70.38,26.5,6.54
